year,state,state_po,county_name,dem,rep,total,position
2020,ALABAMA,AL,AUTAUGA,7503.0,19838.0,27770.0,"[-86.64428573093824, 32.47345]"
2020,ALABAMA,AL,BALDWIN,24578.0,83544.0,109679.0,"[-87.78724848615917, 30.804699999999997]"
2020,ALABAMA,AL,BARBOUR,4816.0,5622.0,10518.0,"[-85.36121905561461, 31.9361]"
2020,ALABAMA,AL,BIBB,1986.0,7525.0,9595.0,"[-87.09643820465442, 33.02805]"
2020,ALABAMA,AL,BLOUNT,2640.0,24711.0,27588.0,"[-86.52380824417872, 34.0278]"
2020,ALABAMA,AL,BULLOCK,3446.0,1146.0,4613.0,"[-85.70714663375091, 32.0989]"
2020,ALABAMA,AL,BUTLER,3965.0,5458.0,9488.0,"[-86.67733982447935, 31.7043]"
2020,ALABAMA,AL,CALHOUN,15216.0,35101.0,50983.0,"[-85.86655465350523, 33.72135]"
2020,ALABAMA,AL,CHAMBERS,6365.0,8753.0,15284.0,"[-85.40068434343434, 32.9889]"
2020,ALABAMA,AL,CHEROKEE,1624.0,10583.0,12301.0,"[-85.62177224986186, 34.2432]"
2020,ALABAMA,AL,CHILTON,3073.0,16085.0,19310.0,"[-86.68480990168538, 32.8832]"
2020,ALABAMA,AL,CHOCTAW,3127.0,4296.0,7464.0,"[-88.26433726033552, 32.02595]"
2020,ALABAMA,AL,CLARKE,5755.0,7324.0,13135.0,"[-87.78690184540389, 31.56075]"
2020,ALABAMA,AL,CLAY,1267.0,5601.0,6930.0,"[-85.81419896936825, 33.29525]"
2020,ALABAMA,AL,CLEBURNE,675.0,6484.0,7227.0,"[-85.49410942650316, 33.7132]"
2020,ALABAMA,AL,COFFEE,5076.0,16899.0,22275.0,"[-85.99224474705889, 31.31825]"
2020,ALABAMA,AL,COLBERT,8343.0,19203.0,27886.0,"[-87.7842441448913, 34.6905]"
2020,ALABAMA,AL,CONECUH,2966.0,3442.0,6441.0,"[-86.99856390595357, 31.39125]"
2020,ALABAMA,AL,COOSA,1796.0,3631.0,5479.0,"[-86.2471978974053, 32.87165]"
2020,ALABAMA,AL,COVINGTON,2721.0,14586.0,17430.0,"[-86.44726781946956, 31.31615]"
2020,ALABAMA,AL,CRENSHAW,1700.0,4864.0,6617.0,"[-86.29793739877161, 31.723300000000002]"
2020,ALABAMA,AL,CULLMAN,4478.0,36880.0,41851.0,"[-86.87897675953079, 34.1088]"
2020,ALABAMA,AL,DALE,5170.0,14303.0,19738.0,"[-85.6034144786808, 31.4665]"
2020,ALABAMA,AL,DALLAS,12230.0,5524.0,17864.0,"[-87.1353785977308, 32.4119]"
2020,ALABAMA,AL,DEKALB,4281.0,24767.0,29356.0,"[-85.70444241009682, 34.55645]"
2020,ALABAMA,AL,ELMORE,10367.0,30164.0,41030.0,"[-86.14800821518907, 32.6012]"
2020,ALABAMA,AL,ESCAMBIA,4918.0,10869.0,15910.0,"[-87.1500427125506, 31.0956]"
2020,ALABAMA,AL,ETOWAH,11567.0,35528.0,47728.0,"[-86.04204466365007, 34.043400000000005]"
2020,ALABAMA,AL,FAYETTE,1395.0,7300.0,8766.0,"[-87.739937323143, 33.779849999999996]"
2020,ALABAMA,AL,FRANKLIN,2086.0,10376.0,12578.0,"[-87.84732500000001, 34.39215]"
2020,ALABAMA,AL,GENEVA,1595.0,10848.0,12545.0,"[-85.83877220326957, 31.09465]"
2020,ALABAMA,AL,GREENE,3884.0,875.0,4775.0,"[-87.98586176829002, 32.856700000000004]"
2020,ALABAMA,AL,HALE,4663.0,3192.0,7900.0,"[-87.6382306372549, 32.74325]"
2020,ALABAMA,AL,HENRY,2606.0,6607.0,9298.0,"[-85.23403481116586, 31.56785]"
2020,ALABAMA,AL,HOUSTON,12917.0,32618.0,46173.0,"[-85.27556439842209, 31.1205]"
2020,ALABAMA,AL,JACKSON,3717.0,19670.0,23636.0,"[-86.02836117403301, 34.732299999999995]"
2020,ALABAMA,AL,JEFFERSON,181688.0,138843.0,325848.0,"[-86.89387742858688, 33.5294]"
2020,ALABAMA,AL,LAMAR,978.0,6174.0,7193.0,"[-88.09394473055697, 33.83245]"
2020,ALABAMA,AL,LAUDERDALE,11915.0,31721.0,44339.0,"[-87.58508713591195, 34.8575]"
2020,ALABAMA,AL,LAWRENCE,3562.0,12322.0,16031.0,"[-87.31904931488447, 34.44045]"
2020,ALABAMA,AL,LEE,27860.0,42221.0,71449.0,"[-85.32112437152423, 32.55305]"
2020,ALABAMA,AL,LIMESTONE,13672.0,34640.0,49235.0,"[-87.01220637610518, 34.78745]"
2020,ALABAMA,AL,LOWNDES,4972.0,1836.0,6835.0,"[-86.65754265132546, 32.13785]"
2020,ALABAMA,AL,MACON,7108.0,1541.0,8723.0,"[-85.72911287041458, 32.4149]"
2020,ALABAMA,AL,MADISON,87286.0,102780.0,194767.0,"[-86.57011804012694, 34.745149999999995]"
2020,ALABAMA,AL,MARENGO,5488.0,5343.0,10900.0,"[-87.75696478978978, 32.25985]"
2020,ALABAMA,AL,MARION,1463.0,12205.0,13807.0,"[-87.91240704987436, 34.1968]"
2020,ALABAMA,AL,MARSHALL,5943.0,33191.0,39655.0,"[-86.34152407225638, 34.366249999999994]"
2020,ALABAMA,AL,MOBILE,79474.0,101243.0,183164.0,"[-88.20024050605537, 30.86695]"
2020,ALABAMA,AL,MONROE,4455.0,6147.0,10668.0,"[-87.35825559424326, 31.5818]"
2020,ALABAMA,AL,MONTGOMERY,64529.0,33311.0,99139.0,"[-86.20278707986046, 32.147999999999996]"
2020,ALABAMA,AL,MORGAN,13234.0,39664.0,53722.0,"[-86.83699630662365, 34.4299]"
2020,ALABAMA,AL,PERRY,3860.0,1339.0,5230.0,"[-87.2928438282623, 32.59775]"
2020,ALABAMA,AL,PICKENS,4022.0,5594.0,9668.0,"[-88.07532074601897, 33.22095]"
2020,ALABAMA,AL,PIKE,5636.0,8042.0,13841.0,"[-85.92191036061303, 31.85635]"
2020,ALABAMA,AL,RANDOLPH,2203.0,8559.0,10837.0,"[-85.45719344978166, 33.27885]"
2020,ALABAMA,AL,RUSSELL,11228.0,9864.0,21329.0,"[-85.19091918261577, 32.306200000000004]"
2020,ALABAMA,AL,ST. CLAIR,7744.0,36166.0,44441.0,"[-86.32446239524928, 33.700149999999994]"
2020,ALABAMA,AL,SHELBY,33268.0,79700.0,114950.0,"[-86.67652657480315, 33.287000000000006]"
2020,ALABAMA,AL,SUMTER,4648.0,1598.0,6291.0,"[-88.21694235301734, 32.64735]"
2020,ALABAMA,AL,TALLADEGA,13138.0,22235.0,35663.0,"[-86.09964380903894, 33.44485]"
2020,ALABAMA,AL,TALLAPOOSA,5859.0,14963.0,20991.0,"[-85.8007, 32.922650000000004]"
2020,ALABAMA,AL,TUSCALOOSA,37765.0,51117.0,90172.0,"[-87.4806370689655, 33.284]"
2020,ALABAMA,AL,WALKER,4834.0,26002.0,31170.0,"[-87.2858364165132, 33.7324]"
2020,ALABAMA,AL,WASHINGTON,2258.0,6564.0,8876.0,"[-88.17424701871977, 31.399900000000002]"
2020,ALABAMA,AL,WILCOX,4048.0,1833.0,5903.0,"[-87.25880989684075, 32.0265]"
2020,ALABAMA,AL,WINSTON,974.0,10195.0,11284.0,"[-87.37316707744513, 34.15075]"
2020,ALASKA,AK,DISTRICT 1,3477.0,3511.0,7314.0,"[-147.7255390063425, 64.83905]"
2020,ALASKA,AK,DISTRICT 2,2104.0,3674.0,6136.0,"[-147.6114382963989, 64.83905]"
2020,ALASKA,AK,DISTRICT 3,1903.0,6076.0,8385.0,"[-147.32271931393598, 64.7959]"
2020,ALASKA,AK,DISTRICT 4,5345.0,4690.0,10511.0,"[-148.11016589689535, 64.9282]"
2020,ALASKA,AK,DISTRICT 5,4204.0,4077.0,8654.0,"[-147.8031788949586, 64.59004999999999]"
2020,ALASKA,AK,DISTRICT 6,3272.0,5770.0,9460.0,"[-150.9306714691147, 64.44770000000001]"
2020,ALASKA,AK,DISTRICT 7,2215.0,7027.0,9622.0,"[-149.3583404243119, 61.597750000000005]"
2020,ALASKA,AK,DISTRICT 8,1953.0,7618.0,9912.0,"[-150.10109986643656, 61.45075]"
2020,ALASKA,AK,DISTRICT 9,2769.0,7787.0,10993.0,"[-147.65592691184804, 62.676050000000004]"
2020,ALASKA,AK,DISTRICT 10,2727.0,8081.0,11205.0,"[-151.16660000000002, 62.19805]"
2020,ALASKA,AK,DISTRICT 11,3130.0,7096.0,10628.0,"[-149.17180046968488, 61.5981]"
2020,ALASKA,AK,DISTRICT 12,2957.0,7893.0,11238.0,"[-148.98183615528941, 61.3767]"
2020,ALASKA,AK,DISTRICT 13,2666.0,4652.0,7713.0,"[-149.67760133624878, 61.2756]"
2020,ALASKA,AK,DISTRICT 14,4261.0,6714.0,11443.0,"[-149.35994588775554, 61.20075]"
2020,ALASKA,AK,DISTRICT 15,2622.0,2671.0,5559.0,"[-149.79322130350192, 61.2868]"
2020,ALASKA,AK,DISTRICT 16,4274.0,3516.0,8118.0,"[-149.77450147058823, 61.19355]"
2020,ALASKA,AK,DISTRICT 17,4136.0,2810.0,7239.0,"[-149.81403578431372, 61.188050000000004]"
2020,ALASKA,AK,DISTRICT 18,4681.0,2760.0,7720.0,"[-149.88619892819827, 61.1892]"
2020,ALASKA,AK,DISTRICT 19,3118.0,1975.0,5301.0,"[-149.81350080071172, 61.215450000000004]"
2020,ALASKA,AK,DISTRICT 20,4881.0,2383.0,7497.0,"[-149.87447047718757, 61.218199999999996]"
2020,ALASKA,AK,DISTRICT 21,5414.0,3690.0,9429.0,"[-149.94911259541985, 61.16725]"
2020,ALASKA,AK,DISTRICT 22,4553.0,4684.0,9520.0,"[-149.9596654017857, 61.14045]"
2020,ALASKA,AK,DISTRICT 23,3810.0,3655.0,7739.0,"[-149.88491707672495, 61.1589]"
2020,ALASKA,AK,DISTRICT 24,4736.0,5378.0,10428.0,"[-149.89528655307993, 61.11765]"
2020,ALASKA,AK,DISTRICT 25,4600.0,4407.0,9325.0,"[-149.7917124567474, 61.1592]"
2020,ALASKA,AK,DISTRICT 26,4558.0,5243.0,10111.0,"[-149.83196561514197, 61.11805]"
2020,ALASKA,AK,DISTRICT 27,4844.0,4324.0,9506.0,"[-149.73289595842954, 61.19525]"
2020,ALASKA,AK,DISTRICT 28,6264.0,6162.0,12749.0,"[-148.9613357017544, 60.9638]"
2020,ALASKA,AK,DISTRICT 29,2985.0,7464.0,10747.0,"[-149.83032572815534, 60.5209]"
2020,ALASKA,AK,DISTRICT 30,2638.0,7180.0,10176.0,"[-151.15323698486122, 60.50935]"
2020,ALASKA,AK,DISTRICT 31,5037.0,6971.0,12410.0,"[-150.8844471077631, 60.0573]"
2020,ALASKA,AK,DISTRICT 32,3506.0,4440.0,8335.0,"[-140.58311634292045, 60.0232]"
2020,ALASKA,AK,DISTRICT 33,7535.0,3059.0,10955.0,"[-136.3454458846353, 58.988150000000005]"
2020,ALASKA,AK,DISTRICT 34,5763.0,4543.0,10729.0,"[-134.80789005276057, 58.66]"
2020,ALASKA,AK,DISTRICT 35,5011.0,4769.0,10102.0,"[-133.4394972349216, 56.62635]"
2020,ALASKA,AK,DISTRICT 36,3796.0,5114.0,9292.0,"[-130.90736312670123, 55.82235]"
2020,ALASKA,AK,DISTRICT 37,2560.0,2358.0,5142.0,"[-157.42950000000002, 59.38945]"
2020,ALASKA,AK,DISTRICT 38,3202.0,1737.0,5299.0,"[-162.26879834710746, 60.3434]"
2020,ALASKA,AK,DISTRICT 39,3580.0,1939.0,5891.0,"[-169.63442967218316, 63.319100000000006]"
2020,ALASKA,AK,DISTRICT 40,2318.0,1994.0,4603.0,"[-156.239775, 68.37995000000001]"
2020,ARIZONA,AZ,APACHE,23293.0,11442.0,35172.0,"[-109.44499398045825, 35.23885]"
2020,ARIZONA,AZ,COCHISE,23732.0,35557.0,60442.0,"[-109.75002276269231, 32.0788]"
2020,ARIZONA,AZ,COCONINO,44698.0,27052.0,73272.0,"[-112.04237634763476, 35.661899999999996]"
2020,ARIZONA,AZ,GILA,8943.0,18377.0,27662.0,"[-110.67548261627906, 33.71355]"
2020,ARIZONA,AZ,GRAHAM,4034.0,10749.0,14995.0,"[-109.93222918809698, 32.96085]"
2020,ARIZONA,AZ,GREENLEE,1182.0,2433.0,3685.0,"[-109.2714753896638, 33.14365]"
2020,ARIZONA,AZ,LA PAZ,2236.0,5129.0,7458.0,"[-113.92256670419816, 33.62455]"
2020,ARIZONA,AZ,MARICOPA,1040774.0,995665.0,2068144.0,"[-112.45836641670951, 33.32125]"
2020,ARIZONA,AZ,MOHAVE,24831.0,78535.0,104668.0,"[-114.00274328932893, 35.631099999999996]"
2020,ARIZONA,AZ,NAVAJO,23383.0,27657.0,51767.0,"[-110.29749302099813, 35.06515]"
2020,ARIZONA,AZ,PIMA,304981.0,207758.0,520397.0,"[-111.64292399077931, 31.885]"
2020,ARIZONA,AZ,PINAL,75106.0,107077.0,184974.0,"[-111.50483911200564, 33.027100000000004]"
2020,ARIZONA,AZ,SANTA CRUZ,13138.0,6194.0,19556.0,"[-110.8091359186747, 31.6238]"
2020,ARIZONA,AZ,YAVAPAI,49602.0,91527.0,143221.0,"[-112.44328751963457, 34.63015]"
2020,ARIZONA,AZ,YUMA,32210.0,36534.0,69881.0,"[-113.97873509400436, 32.73795]"
2020,ARKANSAS,AR,ARKANSAS,1818.0,4304.0,6292.0,"[-91.38705599148449, 34.285250000000005]"
2020,ARKANSAS,AR,ASHLEY,2125.0,5548.0,7926.0,"[-91.79252173061863, 33.1919]"
2020,ARKANSAS,AR,BAXTER,4635.0,15836.0,21007.0,"[-92.32884134998909, 36.23035]"
2020,ARKANSAS,AR,BENTON,42249.0,73965.0,119912.0,"[-94.21601854814814, 36.27085]"
2020,ARKANSAS,AR,BOONE,3064.0,13652.0,17114.0,"[-93.09250796178344, 36.30625]"
2020,ARKANSAS,AR,BRADLEY,1214.0,2335.0,3654.0,"[-92.16279396415048, 33.43365]"
2020,ARKANSAS,AR,CALHOUN,479.0,1636.0,2182.0,"[-92.50551238398992, 33.6194]"
2020,ARKANSAS,AR,CARROLL,4023.0,7424.0,11797.0,"[-93.56820052415074, 36.32285]"
2020,ARKANSAS,AR,CHICOT,2260.0,1752.0,4103.0,"[-91.28853386157249, 33.3053]"
2020,ARKANSAS,AR,CLARK,3438.0,4616.0,8395.0,"[-93.16738345577234, 34.10295]"
2020,ARKANSAS,AR,CLAY,962.0,4086.0,5183.0,"[-90.41185716318947, 36.33295]"
2020,ARKANSAS,AR,CLEBURNE,1988.0,10328.0,12680.0,"[-92.01785262405244, 35.619499999999995]"
2020,ARKANSAS,AR,CLEVELAND,651.0,2867.0,3600.0,"[-92.1767058625337, 33.8668]"
2020,ARKANSAS,AR,COLUMBIA,2814.0,5500.0,8616.0,"[-93.23572703780353, 33.1383]"
2020,ARKANSAS,AR,CONWAY,2615.0,5694.0,8685.0,"[-92.67302524121295, 35.271699999999996]"
2020,ARKANSAS,AR,CRAIGHEAD,11921.0,25558.0,38511.0,"[-90.66111923602183, 35.79465]"
2020,ARKANSAS,AR,CRAWFORD,4959.0,18607.0,24091.0,"[-94.25434936423298, 35.5416]"
2020,ARKANSAS,AR,CRITTENDEN,8514.0,7333.0,16367.0,"[-90.23512898090027, 35.1401]"
2020,ARKANSAS,AR,CROSS,1772.0,4946.0,6942.0,"[-90.77201705042016, 35.25125]"
2020,ARKANSAS,AR,DALLAS,963.0,1573.0,2649.0,"[-92.71095210829989, 33.978]"
2020,ARKANSAS,AR,DESHA,2016.0,1921.0,4164.0,"[-91.3093078831555, 33.825050000000005]"
2020,ARKANSAS,AR,DREW,2426.0,4349.0,6908.0,"[-91.7157895296807, 33.63405]"
2020,ARKANSAS,AR,FAULKNER,18347.0,34421.0,54428.0,"[-92.32335016880485, 35.144149999999996]"
2020,ARKANSAS,AR,FRANKLIN,1300.0,5677.0,7129.0,"[-93.87920919949173, 35.47655]"
2020,ARKANSAS,AR,FULTON,1035.0,3961.0,5119.0,"[-91.80238200769348, 36.417500000000004]"
2020,ARKANSAS,AR,GARLAND,14045.0,29069.0,44199.0,"[-93.10119553039357, 34.54825]"
2020,ARKANSAS,AR,GRANT,1268.0,6794.0,8200.0,"[-92.44162642580321, 34.3223]"
2020,ARKANSAS,AR,GREENE,3058.0,12670.0,16100.0,"[-90.54311286311389, 36.132000000000005]"
2020,ARKANSAS,AR,HEMPSTEAD,2138.0,4470.0,6848.0,"[-93.71596958804432, 33.7087]"
2020,ARKANSAS,AR,HOT SPRING,3082.0,9202.0,12557.0,"[-93.02748677248678, 34.3099]"
2020,ARKANSAS,AR,HOWARD,1340.0,3367.0,4834.0,"[-93.95723316404786, 34.109049999999996]"
2020,ARKANSAS,AR,INDEPENDENCE,2806.0,11250.0,14512.0,"[-91.58936945394163, 35.72925]"
2020,ARKANSAS,AR,IZARD,1021.0,4631.0,5810.0,"[-91.9017962973197, 36.057050000000004]"
2020,ARKANSAS,AR,JACKSON,1365.0,3593.0,5091.0,"[-91.20360649045008, 35.58525]"
2020,ARKANSAS,AR,JEFFERSON,14981.0,9521.0,25158.0,"[-91.95950581173781, 34.3583]"
2020,ARKANSAS,AR,JOHNSON,2283.0,6938.0,9498.0,"[-93.46340804015949, 35.5338]"
2020,ARKANSAS,AR,LAFAYETTE,839.0,1757.0,2679.0,"[-93.63374139371149, 33.17495]"
2020,ARKANSAS,AR,LAWRENCE,1080.0,4569.0,5857.0,"[-91.09224619565217, 36.05885]"
2020,ARKANSAS,AR,LEE,1423.0,1286.0,2848.0,"[-90.76374935206582, 34.78395]"
2020,ARKANSAS,AR,LINCOLN,1032.0,2729.0,3875.0,"[-91.72795748389541, 33.9959]"
2020,ARKANSAS,AR,LITTLE RIVER,1226.0,3715.0,5177.0,"[-94.22264754125413, 33.710300000000004]"
2020,ARKANSAS,AR,LOGAN,1544.0,6441.0,8225.0,"[-93.62369847262613, 35.2227]"
2020,ARKANSAS,AR,LONOKE,6686.0,22884.0,30662.0,"[-91.88623039363841, 34.8248]"
2020,ARKANSAS,AR,MADISON,1563.0,5658.0,7351.0,"[-93.70484663993825, 36.0293]"
2020,ARKANSAS,AR,MARION,1531.0,5783.0,7503.0,"[-92.69790686703821, 36.27515]"
2020,ARKANSAS,AR,MILLER,4245.0,11920.0,16529.0,"[-93.87324814123087, 33.381550000000004]"
2020,ARKANSAS,AR,MISSISSIPPI,4558.0,7296.0,12342.0,"[-90.10697133078142, 35.62395]"
2020,ARKANSAS,AR,MONROE,1147.0,1545.0,2816.0,"[-91.22844597350951, 34.70045]"
2020,ARKANSAS,AR,MONTGOMERY,731.0,3046.0,3873.0,"[-93.6673913273992, 34.531549999999996]"
2020,ARKANSAS,AR,NEVADA,1076.0,2133.0,3358.0,"[-93.29237711178006, 33.62655]"
2020,ARKANSAS,AR,NEWTON,709.0,3192.0,3998.0,"[-93.21753569415984, 35.924549999999996]"
2020,ARKANSAS,AR,OUACHITA,3995.0,5294.0,9629.0,"[-92.89082405893242, 33.63375]"
2020,ARKANSAS,AR,PERRY,1012.0,3479.0,4627.0,"[-92.93997567064082, 34.9323]"
2020,ARKANSAS,AR,PHILLIPS,3623.0,2417.0,6242.0,"[-90.84352266917293, 34.379000000000005]"
2020,ARKANSAS,AR,PIKE,644.0,3519.0,4246.0,"[-93.635577622952, 34.1169]"
2020,ARKANSAS,AR,POINSETT,1424.0,5918.0,7521.0,"[-90.6624665612386, 35.5723]"
2020,ARKANSAS,AR,POLK,1246.0,7035.0,8490.0,"[-94.19875771259383, 34.4315]"
2020,ARKANSAS,AR,POPE,5772.0,18081.0,24432.0,"[-93.07457545868992, 35.39535]"
2020,ARKANSAS,AR,PRAIRIE,654.0,2786.0,3495.0,"[-91.53448676725425, 34.79235]"
2020,ARKANSAS,AR,PULASKI,101947.0,63687.0,169956.0,"[-92.31430801674328, 34.745850000000004]"
2020,ARKANSAS,AR,RANDOLPH,1215.0,5355.0,6812.0,"[-91.00969948648194, 36.32895]"
2020,ARKANSAS,AR,ST. FRANCIS,3604.0,3242.0,7108.0,"[-90.72347834232312, 35.07335]"
2020,ARKANSAS,AR,SALINE,16060.0,39556.0,56959.0,"[-92.68933459383753, 34.63615]"
2020,ARKANSAS,AR,SCOTT,483.0,2962.0,3551.0,"[-94.07971387306543, 34.839600000000004]"
2020,ARKANSAS,AR,SEARCY,588.0,3365.0,4019.0,"[-92.68212702991453, 35.883300000000006]"
2020,ARKANSAS,AR,SEBASTIAN,14487.0,31198.0,47140.0,"[-94.23566403693056, 35.177350000000004]"
2020,ARKANSAS,AR,SEVIER,1116.0,3884.0,5202.0,"[-94.27591457558046, 33.9876]"
2020,ARKANSAS,AR,SHARP,1398.0,5938.0,7566.0,"[-91.5193770350337, 36.115750000000006]"
2020,ARKANSAS,AR,STONE,1180.0,4616.0,5938.0,"[-92.1583341479701, 35.899550000000005]"
2020,ARKANSAS,AR,UNION,5584.0,10478.0,16607.0,"[-92.60333805978661, 33.217999999999996]"
2020,ARKANSAS,AR,VAN BUREN,1593.0,6034.0,7807.0,"[-92.52754294117648, 35.6306]"
2020,ARKANSAS,AR,WASHINGTON,43824.0,47504.0,94266.0,"[-94.23764792213473, 35.926]"
2020,ARKANSAS,AR,WHITE,5978.0,24182.0,30885.0,"[-91.76994854693956, 35.267849999999996]"
2020,ARKANSAS,AR,WOODRUFF,856.0,1543.0,2476.0,"[-91.23335848266642, 35.26585]"
2020,ARKANSAS,AR,YELL,1284.0,5226.0,6741.0,"[-93.39177519495674, 35.0483]"
2020,CALIFORNIA,CA,ALAMEDA,617659.0,136309.0,770070.0,"[-121.87848325448371, 37.69325]"
2020,CALIFORNIA,CA,ALPINE,476.0,244.0,741.0,"[-119.83813659315453, 38.65315]"
2020,CALIFORNIA,CA,AMADOR,8153.0,13585.0,22304.0,"[-120.69131336538462, 38.470200000000006]"
2020,CALIFORNIA,CA,BUTTE,50426.0,48730.0,102066.0,"[-121.62720733611965, 39.736599999999996]"
2020,CALIFORNIA,CA,CALAVERAS,10046.0,16518.0,27164.0,"[-120.65856604786401, 38.151399999999995]"
2020,CALIFORNIA,CA,COLUSA,3239.0,4559.0,7961.0,"[-122.2228004213901, 39.16225]"
2020,CALIFORNIA,CA,CONTRA COSTA,416386.0,152877.0,581316.0,"[-121.9750579559265, 37.93455]"
2020,CALIFORNIA,CA,DEL NORTE,4677.0,6461.0,11453.0,"[-123.91150217864924, 41.6435]"
2020,CALIFORNIA,CA,EL DORADO,51621.0,61838.0,116159.0,"[-120.53826158471746, 38.78835]"
2020,CALIFORNIA,CA,FRESNO,193025.0,164464.0,364917.0,"[-119.62713984655475, 36.7606]"
2020,CALIFORNIA,CA,GLENN,3995.0,7063.0,11297.0,"[-122.43467380776924, 39.6281]"
2020,CALIFORNIA,CA,HUMBOLDT,44768.0,21770.0,68843.0,"[-123.91650743653368, 40.6779]"
2020,CALIFORNIA,CA,IMPERIAL,34678.0,20847.0,56743.0,"[-115.2973314240298, 32.97045]"
2020,CALIFORNIA,CA,INYO,4634.0,4620.0,9484.0,"[-117.48404251169396, 36.591049999999996]"
2020,CALIFORNIA,CA,KERN,133366.0,164484.0,305292.0,"[-118.73867376923079, 35.3074]"
2020,CALIFORNIA,CA,KINGS,18699.0,24072.0,43861.0,"[-119.83528914740788, 36.04475]"
2020,CALIFORNIA,CA,LAKE,14941.0,13123.0,28812.0,"[-122.7832616336446, 39.10835]"
2020,CALIFORNIA,CA,LASSEN,2799.0,8970.0,11987.0,"[-120.52883749514302, 40.445949999999996]"
2020,CALIFORNIA,CA,LOS ANGELES,3028885.0,1145530.0,4264365.0,"[-118.15906966641772, 34.2287]"
2020,CALIFORNIA,CA,MADERA,23168.0,29378.0,53732.0,"[-119.62727628205128, 37.2791]"
2020,CALIFORNIA,CA,MARIN,128288.0,24612.0,155830.0,"[-122.71725761281633, 38.07085]"
2020,CALIFORNIA,CA,MARIPOSA,4088.0,5950.0,10280.0,"[-119.95811952319588, 37.5275]"
2020,CALIFORNIA,CA,MENDOCINO,28782.0,13267.0,43340.0,"[-123.44156715104437, 39.37805]"
2020,CALIFORNIA,CA,MERCED,48991.0,39397.0,90554.0,"[-120.6148647079772, 37.211149999999996]"
2020,CALIFORNIA,CA,MODOC,1150.0,3109.0,4343.0,"[-120.72329915630947, 41.588899999999995]"
2020,CALIFORNIA,CA,MONO,4013.0,2513.0,6738.0,"[-119.10403243972999, 38.12165]"
2020,CALIFORNIA,CA,MONTEREY,113953.0,46299.0,163923.0,"[-121.53736189856957, 36.41565]"
2020,CALIFORNIA,CA,NAPA,49817.0,20676.0,72150.0,"[-122.31385099309153, 38.47115]"
2020,CALIFORNIA,CA,NEVADA,36359.0,26779.0,64750.0,"[-121.0596001168247, 39.2085]"
2020,CALIFORNIA,CA,ORANGE,814009.0,676498.0,1522113.0,"[-117.75388348640706, 33.68405]"
2020,CALIFORNIA,CA,PLACER,106869.0,122488.0,235084.0,"[-120.73866615454517, 39.021]"
2020,CALIFORNIA,CA,PLUMAS,4561.0,6445.0,11260.0,"[-120.80443461637931, 40.0509]"
2020,CALIFORNIA,CA,RIVERSIDE,528340.0,449144.0,997156.0,"[-116.05763704188482, 33.7907]"
2020,CALIFORNIA,CA,SACRAMENTO,440808.0,259405.0,718440.0,"[-121.2720063362069, 38.434200000000004]"
2020,CALIFORNIA,CA,SAN BENITO,17628.0,10590.0,28830.0,"[-121.02242208564631, 36.58235]"
2020,CALIFORNIA,CA,SAN BERNARDINO,455859.0,366257.0,841130.0,"[-116.12275784138643, 34.844449999999995]"
2020,CALIFORNIA,CA,SAN DIEGO,964650.0,600094.0,1602143.0,"[-116.69334285403761, 32.97455]"
2020,CALIFORNIA,CA,SAN FRANCISCO,378156.0,56417.0,443553.0,"[-122.45276370499388, 37.744550000000004]"
2020,CALIFORNIA,CA,SAN JOAQUIN,161137.0,121098.0,282235.0,"[-121.25240235688479, 37.974849999999996]"
2020,CALIFORNIA,CA,SAN LUIS OBISPO,88310.0,67436.0,159714.0,"[-120.36554121621623, 35.3074]"
2020,CALIFORNIA,CA,SAN MATEO,291496.0,75584.0,374251.0,"[-122.30630112652395, 37.3951]"
2020,CALIFORNIA,CA,SANTA BARBARA,129963.0,65736.0,200339.0,"[-120.03003784238886, 34.7358]"
2020,CALIFORNIA,CA,SANTA CLARA,617967.0,214612.0,850741.0,"[-121.74384492242595, 37.2027]"
2020,CALIFORNIA,CA,SANTA CRUZ,114246.0,26937.0,144837.0,"[-122.04863448415533, 37.07845]"
2020,CALIFORNIA,CA,SHASTA,30000.0,60789.0,92930.0,"[-122.01710327361565, 40.731350000000006]"
2020,CALIFORNIA,CA,SIERRA,730.0,1142.0,1931.0,"[-120.51164473468089, 39.58135]"
2020,CALIFORNIA,CA,SISKIYOU,9593.0,13290.0,23472.0,"[-122.55620824324325, 41.5287]"
2020,CALIFORNIA,CA,SOLANO,131639.0,69306.0,205877.0,"[-121.90315328251401, 38.254400000000004]"
2020,CALIFORNIA,CA,SONOMA,199938.0,61825.0,268317.0,"[-122.8554766469282, 38.4852]"
2020,CALIFORNIA,CA,STANISLAUS,105841.0,104145.0,214954.0,"[-120.97834725115595, 37.5578]"
2020,CALIFORNIA,CA,SUTTER,17367.0,24375.0,42644.0,"[-121.72015439246329, 39.043099999999995]"
2020,CALIFORNIA,CA,TEHAMA,8911.0,19141.0,28731.0,"[-122.23779284270489, 40.1262]"
2020,CALIFORNIA,CA,TRINITY,2851.0,3188.0,6259.0,"[-123.14062896271187, 40.6326]"
2020,CALIFORNIA,CA,TULARE,66105.0,77579.0,146885.0,"[-118.79284792339226, 36.08240000000001]"
2020,CALIFORNIA,CA,TUOLUMNE,11978.0,17689.0,30408.0,"[-119.89728349921717, 38.0162]"
